ID_cliente,churn,genero,senior,parceiro,dependentes,tempo_permanencia,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_TV,streaming_filmes,contrato,fatura_online,metodo_pagamento,gastos_diarios,gastos_mensais,gastos_totais
3800-LYTRK,0,1,0,0,0,14,1,0,DSL,1,0,0,1,0,0,Um ano,0,Cheque,1.8566666666666667,55.7,795.15
3801-HMYNL,1,0,0,1,1,1,1,0,Fibra Óptica,0,0,0,0,1,1,Mensal,0,Cheque,2.9716666666666667,89.15,89.15
3803-KMQFW,1,1,0,1,1,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.685,20.55,20.55
3804-RVTGV,1,0,0,1,1,50,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Transferência bancária,3.4616666666666664,103.85,5017.9
3806-DXQOM,1,1,0,0,0,4,0,0,DSL,1,1,0,0,0,0,Mensal,1,Cheque eletrônico,1.1216666666666666,33.65,137.85
3806-YAZOV,0,1,0,0,0,3,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6266666666666667,18.8,56.0
3807-BPOMJ,0,1,0,1,0,55,1,0,Fibra Óptica,1,0,0,0,1,1,Um ano,1,Cheque eletrônico,3.158333333333333,94.75,5276.1
3807-XHCJH,0,1,0,1,1,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,0.6666666666666666,20.0,20.0
3808-HFKDE,0,1,0,0,0,20,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,1.4783333333333333,44.35,927.15
3810-DVDQQ,0,1,0,1,1,72,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Transferência bancária,3.92,117.6,8308.9
3810-PJUHR,0,0,0,1,1,70,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.8450000000000001,25.35,1715.15
3811-VBYBZ,1,0,0,0,0,7,1,1,Fibra Óptica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,3.3266666666666667,99.8,673.25
3812-LRZIR,0,1,0,1,1,27,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cheque eletrônico,0.8166666666666667,24.5,761.95
3813-DHBBB,0,0,0,1,0,67,0,0,DSL,1,1,0,1,0,1,Dois anos,1,Transferência bancária,1.6983333333333335,50.95,3521.7
3814-MLAXC,1,1,0,0,0,31,1,1,Fibra Óptica,0,0,0,1,0,0,Mensal,1,Cartão de crédito,2.6616666666666666,79.85,2404.15
3815-SLMEF,1,1,0,0,0,3,0,0,DSL,1,0,0,1,0,0,Mensal,0,Cheque,1.1416666666666666,34.25,139.35
3823-KYNQY,0,0,0,0,0,12,1,1,Não,0,0,0,0,0,0,Um ano,0,Cartão de crédito,0.8316666666666667,24.95,280.4
3824-RHKVR,0,1,0,0,0,17,1,0,Não,0,0,0,0,0,0,Mensal,0,Cartão de crédito,0.6566666666666666,19.7,340.35
3831-YCPUO,0,1,0,1,1,72,1,0,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Cartão de crédito,3.65,109.5,7854.9
3834-XUIFC,1,0,0,0,0,7,1,1,Fibra Óptica,0,0,0,0,0,1,Mensal,1,Cheque,2.8400000000000003,85.2,602.55
3836-FZSDJ,0,0,1,1,0,71,1,1,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.8283333333333334,24.85,1901.0
3838-OZURD,1,0,0,1,0,66,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Cartão de crédito,3.5,105.0,7133.25
3841-CONLJ,0,1,0,1,0,1,0,0,DSL,0,0,0,0,0,1,Mensal,0,Cheque eletrônico,1.1666666666666667,35.0,35.0
3841-NFECX,0,1,1,1,0,71,1,1,Fibra Óptica,1,1,1,1,0,0,Dois anos,1,Cartão de crédito,3.2116666666666664,96.35,6766.95
3842-IYKUE,1,1,0,0,0,35,1,1,Fibra Óptica,0,1,0,1,0,0,Mensal,0,Cartão de crédito,2.8433333333333333,85.3,2917.5
3842-QTGDL,0,0,0,1,0,16,1,0,Fibra Óptica,1,1,0,0,0,0,Mensal,0,Transferência bancária,2.691666666666667,80.75,1321.3
3845-FXCYS,0,0,0,0,0,2,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,0.6549999999999999,19.65,31.2
3845-JHAMY,0,1,0,1,1,16,0,0,DSL,0,0,0,0,0,1,Mensal,1,Cartão de crédito,1.1833333333333333,35.5,552.7
3847-BAERP,0,1,0,0,0,10,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque,0.6966666666666667,20.9,247.0
3850-OKINF,0,0,0,1,1,71,1,1,DSL,1,0,0,0,1,0,Um ano,1,Cheque eletrônico,2.2066666666666666,66.2,4692.55
3853-LYGAM,0,0,0,0,0,17,1,1,Fibra Óptica,0,0,1,1,0,1,Mensal,1,Transferência bancária,3.1883333333333335,95.65,1640.0
3855-ONCAR,0,1,0,1,1,4,1,0,Fibra Óptica,0,0,0,0,1,0,Mensal,1,Cheque,2.6300000000000003,78.9,299.75
3858-VOBET,1,0,0,0,0,23,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.4983333333333335,74.95,1710.45
3858-XHYJO,0,1,0,1,0,40,1,1,Fibra Óptica,1,0,1,0,1,1,Um ano,0,Transferência bancária,3.525,105.75,4228.55
3859-CVCET,1,1,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque,1.5216666666666667,45.65,191.05
3863-IUBJR,1,0,0,1,1,12,1,0,DSL,0,0,0,0,0,1,Um ano,0,Cartão de crédito,1.7883333333333333,53.65,696.35
3863-QSTYI,0,0,0,0,0,59,1,0,DSL,0,0,1,1,1,0,Mensal,1,Cheque eletrônico,2.1550000000000002,64.65,3735.45
3865-QBWSJ,0,0,1,0,1,38,1,1,Fibra Óptica,1,0,0,0,0,0,Mensal,1,Cheque,2.6816666666666666,80.45,3162.65
3865-YIOTT,0,0,0,1,1,72,1,1,Fibra Óptica,1,0,1,0,1,1,Um ano,1,Transferência bancária,3.5366666666666666,106.1,7848.5
3865-ZFZIB,0,0,0,0,0,19,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6549999999999999,19.65,358.15
3865-ZYKAD,0,0,1,1,0,69,1,1,Fibra Óptica,1,1,0,0,0,0,Mensal,1,Cartão de crédito,2.83,84.9,5785.65
3866-MDTUB,1,1,0,0,0,2,1,0,DSL,1,0,0,0,1,1,Mensal,1,Cheque eletrônico,2.3583333333333334,70.75,146.9
3870-MQAMG,1,1,0,1,0,54,1,1,Fibra Óptica,0,1,1,1,1,1,Um ano,0,Cheque eletrônico,3.6783333333333332,110.35,5893.15
3870-SPZSI,0,1,0,1,1,70,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Cartão de crédito,3.768333333333333,113.05,7869.05
3871-IKPYH,1,0,1,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,2.3033333333333332,69.1,69.1
3873-NFTGI,0,0,0,0,0,14,1,1,DSL,0,1,0,0,0,0,Mensal,1,Cartão de crédito,1.85,55.5,767.55
3873-WOSBC,0,0,0,1,0,67,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.8533333333333334,25.6,1784.9
3874-EQOEP,1,0,0,0,0,7,1,1,Fibra Óptica,0,0,0,0,1,1,Mensal,0,Cheque,3.1666666666666665,95.0,655.5
3877-JRJIP,1,0,0,0,0,1,1,1,DSL,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,1.995,59.85,59.85
3878-AVSOQ,0,1,1,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.375,71.25,71.25
3882-IYOIJ,0,1,0,1,1,60,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,0,Cartão de crédito,3.841666666666667,115.25,6758.45
3884-HCSWG,1,1,0,0,0,17,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.3333333333333335,70.0,1144.5
3884-UEBXB,0,1,0,1,1,67,0,0,DSL,1,1,0,0,0,0,Dois anos,0,Transferência bancária,1.2049999999999998,36.15,2434.45
3886-CERTZ,1,1,0,1,0,72,1,1,Fibra Óptica,0,1,1,1,1,1,Um ano,1,Cheque eletrônico,3.6416666666666666,109.25,8109.8
3887-PBQAO,0,1,0,1,1,45,1,1,Não,0,0,0,0,0,0,Um ano,1,Cartão de crédito,0.8633333333333333,25.9,1216.6
3889-VWBID,0,0,0,1,1,68,1,0,DSL,1,1,0,1,1,1,Dois anos,0,Transferência bancária,2.7616666666666663,82.85,5776.45
3890-RTCMS,0,0,0,0,0,16,1,0,DSL,0,0,0,1,0,0,Mensal,1,Cheque,1.6483333333333334,49.45,799.0
3891-NLXJB,0,0,0,0,0,37,0,0,DSL,1,1,0,1,0,0,Dois anos,1,Cheque,1.3516666666666666,40.55,1390.85
3891-PUQOD,1,1,0,0,1,1,1,0,DSL,0,0,1,0,0,1,Mensal,0,Cheque eletrônico,1.9733333333333334,59.2,59.2
3892-NXAZG,0,0,0,1,1,72,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Cartão de crédito,3.8016666666666667,114.05,8289.2
3893-JRNFS,0,0,0,0,0,68,0,0,DSL,0,0,1,0,0,1,Mensal,1,Transferência bancária,1.3299999999999998,39.9,2796.35
3896-RCYYE,0,1,0,0,0,67,0,0,DSL,0,0,1,1,1,1,Mensal,1,Cartão de crédito,1.78,53.4,3579.15
3896-ZVNET,0,1,0,1,1,24,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.8233333333333334,24.7,571.75
3898-BSJYF,0,1,0,0,1,10,1,1,DSL,1,0,1,1,0,1,Um ano,0,Cartão de crédito,2.4516666666666667,73.55,693.3
3898-GUYTS,0,1,1,0,0,45,1,1,Fibra Óptica,1,1,0,1,1,0,Mensal,1,Cheque eletrônico,3.235,97.05,4385.05
3900-AQPHZ,1,1,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6633333333333333,19.9,19.9
3902-FOIGH,1,0,1,1,0,12,1,1,Fibra Óptica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,3.378333333333333,101.35,1218.55
3902-MIVLE,0,0,0,1,1,63,1,1,DSL,1,0,1,1,0,1,Dois anos,0,Cheque,2.5233333333333334,75.7,4676.7
3904-UKFRE,0,0,0,0,0,4,1,1,Fibra Óptica,1,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.67,80.1,336.15
3908-BLSYF,1,1,0,0,0,6,1,0,Fibra Óptica,0,0,1,0,0,1,Mensal,0,Cheque eletrônico,2.796666666666667,83.9,497.55
3908-MKIMJ,0,0,1,1,0,68,0,0,DSL,1,1,1,0,0,0,Dois anos,1,Cheque eletrônico,1.3983333333333334,41.95,2965.75
3910-MRQOY,0,1,0,1,0,72,1,0,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.6466666666666666,19.4,1496.45
3911-RSNHI,0,1,0,1,0,71,0,0,DSL,0,1,1,1,1,1,Dois anos,1,Cartão de crédito,2.0466666666666664,61.4,4310.35
3913-FCUUW,0,1,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Dois anos,1,Transferência bancária,2.3483333333333336,70.45,5165.7
3913-RDSJZ,0,1,0,1,0,64,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.8516666666666667,25.55,1714.95
3914-FDRHP,0,0,0,0,0,9,1,0,Fibra Óptica,0,0,0,1,1,0,Mensal,0,Cheque eletrônico,2.875,86.25,770.5
3915-ODIYG,0,0,1,0,0,60,1,1,DSL,1,1,0,0,0,1,Um ano,1,Cheque eletrônico,2.3916666666666666,71.75,4374.55
3916-NRPAP,0,0,0,0,0,3,1,0,Fibra Óptica,0,0,1,0,0,1,Mensal,0,Cartão de crédito,2.856666666666667,85.7,256.75
3920-HIHMQ,0,1,0,0,1,26,1,1,DSL,0,0,0,0,0,0,Mensal,1,Cheque,1.65,49.5,1265.65
3923-CSIHK,1,1,1,1,0,50,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.368333333333333,71.05,3444.85
3926-CUQZX,1,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,1,Transferência bancária,1.5033333333333334,45.1,45.1
3926-YZVVX,0,1,0,0,0,41,1,0,DSL,0,0,0,1,0,0,Um ano,0,Transferência bancária,1.6683333333333332,50.05,2029.05
3927-NLNRY,1,0,0,1,0,53,1,0,Fibra Óptica,0,1,0,0,1,1,Um ano,1,Transferência bancária,3.1416666666666666,94.25,4867.95
3930-ZGWVE,0,0,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6583333333333333,19.75,19.75
3932-CMDTD,1,1,0,0,0,4,1,0,Fibra Óptica,0,1,1,1,1,1,Um ano,1,Cheque eletrônico,3.521666666666667,105.65,443.9
3932-IJWDZ,0,0,0,0,0,45,1,1,Fibra Óptica,0,0,1,1,1,1,Mensal,1,Transferência bancária,3.455,103.65,4747.85
3933-DQPWX,0,1,0,0,0,50,0,0,DSL,0,1,1,1,0,0,Dois anos,0,Cartão de crédito,1.3233333333333335,39.7,1932.75
3934-HXCFZ,1,0,0,1,0,23,1,1,Fibra Óptica,1,1,1,0,1,0,Mensal,1,Cheque eletrônico,3.308333333333333,99.25,2186.4
3935-TBRZZ,0,0,0,1,1,44,1,1,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.8566666666666667,25.7,1110.5
3936-QQFLL,0,0,0,0,0,2,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6583333333333333,19.75,39.3
3938-YFPXD,0,0,0,0,0,72,1,1,DSL,1,0,1,1,1,1,Dois anos,0,Cartão de crédito,2.81,84.3,5997.1
3941-XTSKM,0,0,0,1,1,42,0,0,DSL,0,1,1,0,0,1,Um ano,1,Cartão de crédito,1.5033333333333334,45.1,2049.05
3943-KDREE,1,1,0,0,0,26,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Transferência bancária,2.4983333333333335,74.95,1834.95
3945-GFWQL,1,1,0,0,1,12,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,1.4849999999999999,44.55,480.6
3946-JEWRQ,0,0,0,1,0,47,1,1,Fibra Óptica,0,0,0,0,1,1,Um ano,1,Cartão de crédito,3.1733333333333333,95.2,4563.0
3946-MHCZW,1,0,0,0,0,1,1,0,DSL,0,0,1,0,0,0,Mensal,0,Cheque,1.6966666666666665,50.9,50.9
3948-FVVRP,0,0,0,1,1,9,1,0,DSL,0,1,0,1,0,0,Mensal,0,Cheque,1.8266666666666667,54.8,452.8
3948-KXDUF,0,0,0,0,0,66,1,1,DSL,1,1,1,1,0,0,Dois anos,0,Transferência bancária,2.2916666666666665,68.75,4447.55
3948-XHGNA,1,0,0,0,0,24,1,0,DSL,1,0,0,0,0,0,Mensal,1,Transferência bancária,1.6516666666666666,49.55,1210.4
3950-VPYJB,0,0,0,1,1,57,1,0,DSL,1,1,0,1,0,0,Um ano,0,Cheque,1.9866666666666668,59.6,3509.4
3951-NJCVI,0,1,1,1,0,42,1,1,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,3.1683333333333334,95.05,3944.5
3955-JBZZM,0,0,0,0,0,20,1,0,Fibra Óptica,0,0,0,0,1,0,Mensal,0,Cheque eletrônico,2.6266666666666665,78.8,1641.3
3956-CJUST,0,1,1,0,0,23,1,0,Fibra Óptica,1,0,0,0,0,0,Mensal,1,Transferência bancária,2.5133333333333336,75.4,1643.55
3956-MGXOG,0,1,0,0,0,28,1,0,Fibra Óptica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,2.6866666666666665,80.6,2244.95
3957-HHLMR,0,1,0,1,1,70,1,1,DSL,1,0,0,0,0,1,Um ano,0,Transferência bancária,2.1733333333333333,65.2,4543.15
3957-LXOLK,1,1,1,0,0,28,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,3.5383333333333336,106.15,3152.5
3957-SQXML,0,1,0,1,1,34,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.8316666666666667,24.95,894.3
3961-SXAXY,0,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,1,Transferência bancária,1.4683333333333333,44.05,44.05
3963-RYFNS,0,1,0,0,0,72,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Transferência bancária,3.881666666666667,116.45,8013.55
3966-HRMZA,0,1,1,0,0,3,1,0,Fibra Óptica,0,0,1,0,0,0,Mensal,0,Cheque,2.5016666666666665,75.05,202.9
3967-KXAPS,0,0,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Dois anos,0,Cartão de crédito,3.0766666666666667,92.3,6719.9
3967-VQOGC,0,1,0,1,1,67,1,1,Não,0,0,0,0,0,0,Dois anos,1,Cheque,0.83,24.9,1680.25
3969-GYXEL,0,1,0,0,0,11,1,0,Fibra Óptica,1,0,0,0,0,0,Mensal,0,Cheque eletrônico,2.546666666666667,76.4,838.7
3969-JQABI,0,1,0,1,0,58,1,0,DSL,1,1,0,0,1,0,Mensal,1,Cartão de crédito,2.175,65.25,3791.6
3970-XGJDU,0,1,0,0,0,62,1,0,Não,0,0,0,0,0,0,Dois anos,1,Cartão de crédito,0.64,19.2,1123.65
3973-SKMLN,0,0,0,0,0,71,1,0,Não,0,0,0,0,0,0,Dois anos,1,Cartão de crédito,0.6633333333333333,19.9,1355.1
3976-BWUCK,1,1,0,1,0,30,1,1,Fibra Óptica,0,1,0,1,1,0,Mensal,1,Cartão de crédito,3.1366666666666663,94.1,2804.45
3976-HXHCE,0,0,0,0,0,72,1,0,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.6433333333333333,19.3,1414.8
3976-NLDEZ,0,0,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6866666666666668,20.6,20.6
3977-QCRSL,0,1,0,0,0,5,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6716666666666666,20.15,117.95
3978-YNKDD,0,0,0,0,1,19,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.6950000000000001,20.85,467.5
3981-QSVQI,0,0,0,0,0,8,1,0,Não,0,0,0,0,0,0,Mensal,1,Transferência bancária,0.6566666666666666,19.7,168.9
3982-DQLUS,0,0,1,1,1,65,1,1,Fibra Óptica,1,1,0,0,0,0,Mensal,1,Cheque eletrônico,2.8583333333333334,85.75,5688.45
3982-JGSFD,0,0,0,0,0,36,1,0,Não,0,0,0,0,0,0,Um ano,1,Cartão de crédito,0.6783333333333333,20.35,695.85
3982-XWFZQ,1,1,0,1,0,42,1,1,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,1.675,50.25,2203.65
3985-HOYPM,0,0,0,0,0,26,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.6466666666666666,19.4,525.55
3987-KQDDU,0,0,0,0,0,9,1,0,Fibra Óptica,1,0,0,0,0,0,Mensal,0,Cheque eletrônico,2.52,75.6,661.55
3988-RQIXO,1,1,1,0,0,1,1,0,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,3.0433333333333334,91.3,91.3
3990-QYKBE,1,0,1,1,0,37,1,1,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,3.0833333333333335,92.5,3473.4
3992-YWPKO,1,1,0,0,0,6,1,1,Fibra Óptica,0,1,1,1,1,1,Mensal,1,Cartão de crédito,3.6633333333333336,109.9,669.45
3995-WFCSM,0,1,0,0,0,2,1,0,DSL,0,0,1,0,0,1,Mensal,0,Cheque eletrônico,2.0283333333333333,60.85,111.4
3996-ZNWYK,0,0,1,1,1,71,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.66,19.8,1388.45
3999-QGRJH,1,0,1,0,0,8,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.3233333333333333,69.7,560.85
3999-WRNGR,0,1,0,1,1,60,0,0,DSL,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,1.6583333333333334,49.75,3069.45
4000-VGMQP,0,0,0,1,1,38,1,1,DSL,0,1,1,0,1,1,Um ano,0,Cartão de crédito,2.631666666666667,78.95,2862.55
4001-TSBTV,0,1,0,1,1,58,1,0,Fibra Óptica,0,1,1,0,1,0,Mensal,1,Cheque eletrônico,3.0516666666666667,91.55,5511.65
4002-BQWPQ,0,0,0,0,0,25,1,1,DSL,1,1,1,1,0,1,Mensal,0,Transferência bancária,2.725,81.75,2028.8
4003-FUSHP,0,0,0,0,0,19,1,0,DSL,0,0,0,1,1,0,Mensal,1,Cartão de crédito,2.0516666666666667,61.55,1093.2
4003-OCTMP,0,1,0,1,0,31,1,0,DSL,1,0,0,1,0,1,Um ano,1,Cheque eletrônico,2.1333333333333333,64.0,1910.75
4006-HKYHO,0,0,0,0,0,63,1,0,DSL,1,1,1,1,1,1,Dois anos,1,Transferência bancária,2.89,86.7,5309.5
4007-NHVHI,0,1,1,0,0,56,1,1,Fibra Óptica,1,1,0,0,0,1,Mensal,1,Cheque eletrônico,3.228333333333333,96.85,5219.65
4009-ALQFH,1,1,0,0,0,25,1,0,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,3.316666666666667,99.5,2369.05
4010-YLMVT,0,1,0,0,0,56,1,1,Fibra Óptica,1,1,0,0,1,1,Mensal,1,Cartão de crédito,3.5533333333333332,106.6,5893.95
4011-ARPHK,0,0,0,0,0,27,1,0,DSL,1,0,0,0,0,0,Mensal,0,Cheque,1.6783333333333335,50.35,1411.35
4012-YCFAI,0,0,0,1,0,60,1,0,DSL,1,1,0,1,0,0,Dois anos,1,Cheque,2.045,61.35,3766.2
4012-ZTHBR,0,1,0,1,1,21,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,1.4983333333333335,44.95,926.25
4013-GUXND,0,0,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6933333333333334,20.8,20.8
4013-TLDHQ,1,0,0,0,0,19,1,0,Fibra Óptica,0,1,1,0,0,0,Mensal,1,Cheque eletrônico,2.6083333333333334,78.25,1490.95
4013-UBXWQ,1,1,0,0,0,7,1,1,DSL,0,0,0,1,1,1,Mensal,1,Cheque eletrônico,2.4883333333333337,74.65,521.1
4016-BJKTZ,0,1,0,0,0,25,1,1,Fibra Óptica,0,1,1,1,1,1,Dois anos,0,Cheque eletrônico,3.6300000000000003,108.9,2809.05
4018-KJYUY,0,0,0,0,1,22,1,0,Não,0,0,0,0,0,0,Mensal,0,Cartão de crédito,0.6716666666666666,20.15,432.5
4018-PPNDW,0,1,0,1,1,61,1,1,Não,0,0,0,0,0,0,Dois anos,1,Cheque,0.8033333333333333,24.1,1551.6
4020-KIUDI,0,0,0,1,1,6,1,0,Não,0,0,0,0,0,0,Mensal,0,Cartão de crédito,0.6616666666666667,19.85,138.85
4021-RQSNY,1,0,1,1,0,29,1,1,Fibra Óptica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,3.283333333333333,98.5,3004.15
4023-RTIQM,0,1,1,1,0,31,0,0,DSL,1,1,1,0,0,1,Um ano,1,Cartão de crédito,1.68,50.4,1580.1
4024-CSNBY,0,1,0,1,0,72,1,1,Fibra Óptica,1,1,1,1,0,0,Dois anos,1,Transferência bancária,3.1416666666666666,94.25,6849.75
4026-SKKHW,0,0,0,0,0,3,1,0,DSL,0,0,0,1,0,0,Mensal,1,Cheque,1.675,50.25,152.3
4029-HPFVY,0,0,0,0,0,3,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque,2.3433333333333333,70.3,220.4
4030-VPZBD,1,1,0,0,0,2,0,0,DSL,0,0,0,1,0,0,Mensal,1,Cheque eletrônico,1.03,30.9,59.05
4032-RMHCI,0,1,0,1,1,41,0,0,DSL,1,0,1,0,0,0,Um ano,0,Cartão de crédito,1.18,35.4,1412.4
4039-HEUNW,1,0,1,1,0,36,1,1,Fibra Óptica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,3.216666666666667,96.5,3436.1
4039-PIMHX,0,0,1,1,0,49,1,0,DSL,0,1,0,0,0,0,Dois anos,0,Cheque,1.66,49.8,2398.4
4043-MKDTV,0,0,0,1,0,71,1,0,Fibra Óptica,0,1,1,1,1,1,Dois anos,1,Cheque eletrônico,3.5083333333333333,105.25,7291.75
4049-ZPALD,0,1,0,1,0,64,1,0,Fibra Óptica,1,0,1,0,1,1,Dois anos,1,Transferência bancária,3.3,99.0,6375.8
4054-CUMIA,0,1,0,1,1,18,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque,0.675,20.25,401.95
4056-QHXHZ,0,1,0,1,1,72,1,1,Fibra Óptica,1,0,1,1,1,1,Dois anos,0,Cheque,3.5816666666666666,107.45,7576.7
4057-FKCZK,0,0,0,1,1,58,1,1,Fibra Óptica,0,0,0,0,1,0,Dois anos,0,Transferência bancária,2.75,82.5,4828.05
4059-IIEBK,0,1,0,0,0,7,1,1,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Transferência bancária,2.618333333333333,78.55,522.95
4060-LDNLU,0,0,0,0,0,7,1,1,Fibra Óptica,0,0,0,0,1,1,Mensal,0,Cheque eletrônico,3.2066666666666666,96.2,639.7
4061-UKJWL,0,0,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque,1.5150000000000001,45.45,141.7
4062-HBMOS,0,0,0,0,0,52,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,3.435,103.05,5364.8
4063-EIKNQ,0,0,0,1,1,11,1,0,Não,0,0,0,0,0,0,Mensal,0,Transferência bancária,0.6983333333333334,20.95,267.35
4065-JJAVA,0,1,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensal,0,Cheque eletrônico,1.65,49.5,49.5
4067-HLYQI,0,1,0,0,0,33,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Transferência bancária,2.3466666666666667,70.4,2406.1
4070-OKWVH,0,1,0,1,0,52,1,1,Fibra Óptica,0,1,1,0,1,0,Mensal,0,Transferência bancária,3.1533333333333333,94.6,5025.8
4072-IPYLT,0,1,0,1,1,36,1,0,DSL,1,0,0,0,0,0,Mensal,0,Cartão de crédito,1.7016666666666667,51.05,1815.0
4074-SJFFA,1,1,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Mensal,1,Cheque,1.825,54.75,54.75
4075-JFPGR,0,1,0,1,0,51,1,0,Fibra Óptica,1,1,1,0,1,0,Um ano,1,Cheque eletrônico,3.1166666666666667,93.5,4619.55
4075-WKNIU,0,1,0,1,1,0,1,1,DSL,0,1,1,1,1,0,Dois anos,0,Cheque,2.445,73.35,73.35
4077-CROMM,1,1,0,1,1,31,1,1,Fibra Óptica,0,0,1,1,1,1,Mensal,1,Cheque eletrônico,3.4733333333333336,104.2,3243.45
4077-HWUYD,0,0,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Dois anos,1,Transferência bancária,2.9183333333333334,87.55,6463.15
4078-SAYYN,1,1,0,0,0,11,1,1,Fibra Óptica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,3.3583333333333334,100.75,1129.75
4079-ULGFR,0,0,0,0,0,16,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6666666666666666,20.0,275.7
4079-VTGLK,0,0,1,1,0,30,1,1,DSL,0,0,1,0,1,1,Dois anos,0,Cheque eletrônico,2.4949999999999997,74.85,2181.75
